r-table__text,movie-rating__financing-source src,fixed-column,r-table__text href,r-table__text 3,r-table__text 4,r-table__text 5,r-table__text 6,r-table__text 7,r-table__text 8,r-table__text 9,r-table__text 10
675,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Танцуй со мной,https://ekinobilet.fond-kino.ru/films/detail/111010616,"ООО ""М-ПРОДАКШН МЕДИА""",14.07.2016,-,30 000 000,51.9%,57 767 081,617 983,3 289
676,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Колобанга. Только для пользователей Интернета (26 серий),https://ekinobilet.fond-kino.ru/films/detail/214010116,"ООО ""КОЛОБАНГА""",19.10.2015,-,11 520 000,61.6%,18 706 080,596 900,15 249
677,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Конец сезона,https://ekinobilet.fond-kino.ru/films/detail/111011719,"ООО ""КИНОСТУДИЯ ""ВЕРТИКАЛЬ""",05.12.2019,-,40 000 000,66.5%,60 150 376,596 212,2 761
678,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Вечный холод,https://ekinobilet.fond-kino.ru/films/detail/111006417,"АО ""ПК""ГЛАВКИНО""",04.11.2017,30 000 000,70 000 000,69.1%,144 767 049,595 635,2 213
679,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Способ любви (Рядом),https://ekinobilet.fond-kino.ru/films/detail/111028021,"ООО ""ПАН-АТЛАНТИК СТУДИО""",08.12.2022,-,25 000 000,46.6%,53 700 000,590 477,2 055
680,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Главный,https://ekinobilet.fond-kino.ru/films/detail/111003415,"ООО ""КИНОСТУДИЯ ""МАСТЕР""",08.10.2015,-,10 000 000,25.0%,40 000 000,589 012,11 147
681,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,НА СКОРОСТИ,https://ekinobilet.fond-kino.ru/films/detail/111008820,"ООО ""КИНОПРОГРУПП""",23.02.2021,-,30 000 000,50.0%,60 000 000,587 099,7 479
682,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Небесный верблюд,https://ekinobilet.fond-kino.ru/films/detail/111000115,"ООО ПРОДЮСЕРСКИЙ ЦЕНТР ""ВСЕ ХОРОШО""",24.03.2016,-,34 000 000,69.0%,49 280 496,575 869,17 303
683,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Врач,https://ekinobilet.fond-kino.ru/films/detail/111005816,"ООО ""АРТЛАЙТ""",15.12.2016,-,25 000 000,64.1%,39 000 000,557 036,3 598
684,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Ледяная история,https://ekinobilet.fond-kino.ru/films/detail/111019821,"ООО КИНОСТУДИЯ ""РИФЕЙ""",02.12.2021,-,50 000 000,66.2%,75 500 000,554 114,11 969
685,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Похожий человек,https://ekinobilet.fond-kino.ru/films/detail/111028922,"ООО ""КОМПАНИЯ ""НОВЫЕ ЛЮДИ""",03.11.2022,-,15 000 000,46.9%,32 000 000,554 093,1 731
686,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Море волнуется раз,https://ekinobilet.fond-kino.ru/films/detail/111020521,"ООО ""ПЛАН 9""",09.12.2021,-,35 000 000,58.2%,60 105 000,547 849,1 649
687,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Осторожно, дети!",https://ekinobilet.fond-kino.ru/films/detail/111000621,"ООО ""КИНОХРОНИКИ""",04.02.2021,-,25 000 000,66.7%,37 500 000,543 872,13 826
688,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Дочь капитана,https://ekinobilet.fond-kino.ru/films/detail/111027425,"ООО КИНОКОМПАНИЯ ""ПРОМЕТЕЙ""",04.09.2025,-,55 000 000,100.0%,55 000 000,539 705,2 410
689,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,РОК,https://ekinobilet.fond-kino.ru/films/detail/111002717,"ООО ""ВГИК-ДЕБЮТ""",09.11.2017,10 000 000,30 000 000,66.7%,59 937 470,531 869,2 780
690,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Черный замок,https://ekinobilet.fond-kino.ru/films/detail/111048024,"ООО ""НЬЮ АРТ СИНЕМА ПРОДАКШН""",12.12.2024,-,20 000 000,8.0%,250 000 000,506 718,5 806
691,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Когда она приходит,https://ekinobilet.fond-kino.ru/films/detail/111010820/111001022,"ООО ""ВГИК-ДЕБЮТ""",17.02.2022,-,25 000 000,64.9%,38 500 000,504 942,1 176
692,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Аквариум,https://ekinobilet.fond-kino.ru/films/detail/111023823,"ООО ""СТУДИЯ ""СЛОН""",29.02.2024,-,25 000 000,43.5%,57 447 874,504 529,960
693,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Наводнение,https://ekinobilet.fond-kino.ru/films/detail/111031622,"ООО ""КОМПАНИЯ ""НОВЫЕ ЛЮДИ""",06.04.2023,-,38 700 000,64.4%,60 105 000,498 829,1 541
694,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Чайки,https://ekinobilet.fond-kino.ru/films/detail/111004615,"ООО ""КИНОКОМПАНИЯ ""ЛАДЬЯ""",05.11.2015,-,24 450 000,65.3%,37 424 796,498 282,3 644
695,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Судьба барабанщика,https://ekinobilet.fond-kino.ru/films/detail/111013925,"ООО ""СТУДИЯ ПЕРВЫЙ А""",15.05.2025,-,70 000 000,69.9%,100 147 503,481 549,3 184
696,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Дунай,https://ekinobilet.fond-kino.ru/films/detail/111022921,"ООО ""МАРМОТ-ФИЛЬМ""",21.10.2021,-,25 000 000,66.5%,37 571 385,478 130,1 489
697,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Анатолий Крупнов. Он был. . .,https://ekinobilet.fond-kino.ru/films/detail/212023519,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""МОЛОДЕЖНЫЕ ИНИЦИАТИВЫ""",14.11.2019,-,1 000 000,66.7%,1 500 000,468 553,1 819
698,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Королевство,https://ekinobilet.fond-kino.ru/films/detail/111029223,"ООО ""СТВ ЛАБ""",03.10.2024,-,30 000 000,69.6%,43 107 000,467 756,1 096
699,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Папа закодировался,https://ekinobilet.fond-kino.ru/films/detail/111021220,"ООО ""АРТЛАЙТ""",17.06.2021,-,25 000 000,65.8%,38 000 000,464 735,3 372
700,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Временные ограничения,https://ekinobilet.fond-kino.ru/films/detail/112004522,"ООО ""АРК ПИКЧЕРС""",22.05.2023,-,1 000 000,62.3%,1 605 311,433 768,1 097
701,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Смайлик,https://ekinobilet.fond-kino.ru/films/detail/111008614,"ООО ""ПРОДЮСЕРСКАЯ КИНОКОМПАНИЯ ""КИНОМИР""",22.10.2015,-,25 000 000,68.9%,36 259 500,427 578,2 280
702,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Ниша,https://ekinobilet.fond-kino.ru/films/detail/111004023,"ООО ""ТПО ""РОК""",16.11.2023,-,30 000 000,69.4%,43 200 300,424 992,1 215
703,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Руками,https://ekinobilet.fond-kino.ru/films/detail/212017120,"ООО ДОКУМЕНТАЛЬНЫЙ ДОМ ""ПЕРВОЕ КИНО""",21.04.2022,-,5 000 000,65.0%,7 692 500,410 442,2 050
704,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Частное пионерское -3,https://ekinobilet.fond-kino.ru/films/detail/111001917,"ООО ""КИНОПРОГРАММА ""XXI ВЕК""",23.11.2017,-,30 000 000,47.6%,63 000 000,410 006,5 278
705,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Мотылек,https://ekinobilet.fond-kino.ru/films/detail/111001617,"ООО ""КИНОКОМПАНИЯ КИТ""",22.11.2018,7 346 881,30 000 000,59.1%,63 170 000,405 273,1 891
706,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Мятежники,https://ekinobilet.fond-kino.ru/films/detail/111023924,"ООО ""ЗРИТЕЛЬНЫЙ КОНТАКТ""",14.11.2024,-,80 000 000,55.9%,143 000 000,391 353,1 926
707,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Кинопленка №8,https://ekinobilet.fond-kino.ru/films/detail/111047924,"ООО ""ВИТА АКТИВА ПРОДАКШН""",28.11.2024,-,70 000 000,70.0%,100 000 000,382 720,762
708,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сумма квадратов катетов,https://ekinobilet.fond-kino.ru/films/detail/111046724,"ООО ""ВГИК-ДЕБЮТ""",13.11.2025,-,45 000 000,65.2%,69 000 000,377 097,1 336
709,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,К.Станиславский. Жажда жизни,https://ekinobilet.fond-kino.ru/films/detail/212000721,"АО ""ТПО ""СДФ""",27.02.2021,-,5 000 000,66.7%,7 500 000,376 399,1 752
710,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Праздник непослушания,https://ekinobilet.fond-kino.ru/films/detail/111016215,"АНО ""ТВОРЧЕСКАЯ СТУДИЯ ""СТЕЛЛА""",02.06.2016,-,34 000 000,69.3%,49 071 428,371 770,11 411
711,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Клинч,https://ekinobilet.fond-kino.ru/films/detail/111012015,"ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",22.10.2015,-,25 000 000,65.0%,38 476 869,371 118,1 888
712,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,С пяти до семи,https://ekinobilet.fond-kino.ru/films/detail/111000615,"АО ""АМАЛЬГАМА СТУДИЯ""",26.01.2017,-,25 500 000,63.0%,40 500 000,366 998,1 516
713,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Городские птички,https://ekinobilet.fond-kino.ru/films/detail/111000216,"ООО ""КАРГОФИЛЬМ""",15.12.2016,-,25 000 000,65.0%,38 461 538,366 327,1 453
714,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Судьба диверсанта,https://ekinobilet.fond-kino.ru/films/detail/111018620,"ООО ""СТУДИЯ ""ЕЛЕНА""",01.07.2021,-,12 000 000,27.9%,42 968 510,365 048,3 156
715,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Пока еще жива,https://ekinobilet.fond-kino.ru/films/detail/111005313,"ООО ""КИНОКОМПАНИЯ ОТРАЖЕНИЕ""""",05.02.2015,-,26 500 000,33.4%,79 411 900,364 913,1 384
716,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Паркет,https://ekinobilet.fond-kino.ru/films/detail/111003121,"ООО ""СТУДИЯ ""ПАССАЖИР""",13.05.2021,30 000 000,30 000 000,34.0%,176 250 000,355 296,1 318
717,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,День недели - любой (Свинья и мышь),https://ekinobilet.fond-kino.ru/films/detail/111053424,"ООО ""СТВ ЛАБ""",09.01.2025,-,50 000 000,57.1%,87 500 000,348 873,798
718,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Охрана,https://ekinobilet.fond-kino.ru/films/detail/111001115,"ООО ""АМКАРТ""",31.03.2016,-,45 000 000,65.7%,68 490 606,348 738,1 691
719,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Приключения экспоната,https://ekinobilet.fond-kino.ru/films/detail/111023120,"ООО ""КАРТИНА МИРА""",29.04.2021,-,25 000 000,65.0%,38 461 000,347 130,10 357
720,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Точка опоры (Саня, Санечка, Санёк…)",https://ekinobilet.fond-kino.ru/films/detail/111010424,"ООО ТВОРЧЕСКОЕ ОБЪЕДИНЕНИЕ ""ТРИ А ФИЛЬМ""",13.03.2025,-,50 000 000,65.5%,76 286 855,330 295,1 178
721,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Белый пароход,https://ekinobilet.fond-kino.ru/films/detail/111018825,"ООО ""МИМЕСИС""",19.06.2025,-,25 000 000,61.0%,41 000 000,327 156,631
722,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Ласточка,https://ekinobilet.fond-kino.ru/films/detail/111038623,"ООО ""ВГИК-ДЕБЮТ""",18.09.2025,-,25 000 000,54.3%,46 000 000,318 481,1 021
723,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Battle,https://ekinobilet.fond-kino.ru/films/detail/112001621,"ООО ""АРТ ПИКЧЕРС СТУДИЯ""",30.09.2021,-,5 000 000,15.6%,32 084 591,299 456,980
724,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Один день лета,https://ekinobilet.fond-kino.ru/films/detail/111012618,"ООО МИП ""ПРОДЮСЕРСКИЙ ЦЕНТР ""СПБГИКИТ-ДЕБЮТ""",11.10.2018,-,25 000 000,65.8%,38 000 000,288 363,2 287
725,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Подвал,https://ekinobilet.fond-kino.ru/films/detail/111009118,"ООО ""КИНОКОМПАНИЯ ""ГЕЙТ""",01.11.2018,-,30 000 000,26.8%,111 812 387,288 019,1 120
726,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,БУЛГАКОВ. ЭТОТ МИР - МОЙ!,https://ekinobilet.fond-kino.ru/films/detail/112002623,"АО ""ТПО ""СДФ""",15.05.2023,-,3 000 000,66.7%,4 500 000,286 618,1 562
727,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Андрей Рублев. Воспоминания о фильме,https://ekinobilet.fond-kino.ru/films/detail/112002224,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ДМИТРИЯ КЛЕПАЦКОГО""",11.04.2024,-,8 000 000,69.9%,11 450 000,283 625,867
728,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Переправа,https://ekinobilet.fond-kino.ru/films/detail/112003622,"АО ""ТПО ""КИНОСТУДИЯ ИМ. М. ГОРЬКОГО""",17.11.2022,-,6 000 000,66.7%,9 000 000,283 336,1 204
729,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Тень,https://ekinobilet.fond-kino.ru/films/detail/111011316,"ООО ""СТУДИЯ АСДС""",06.07.2017,-,30 000 000,64.9%,46 195 427,279 635,2 127
730,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Земля Эльзы,https://ekinobilet.fond-kino.ru/films/detail/111009120,"ООО ""СВП""",03.03.2021,-,35 000 000,66.3%,52 800 000,279 405,1 886
731,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,БУНИНЪ,https://ekinobilet.fond-kino.ru/films/detail/112017423,"ООО ""ВИКМО-М""",17.10.2024,-,6 300 000,64.6%,9 750 000,279 004,1 052
732,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Клятва,https://ekinobilet.fond-kino.ru/films/detail/111016319,"ООО ""КИНОПРОГРАММА ""XXI ВЕК""",26.11.2020,-,35 000 000,37.6%,93 000 000,278 609,2 693
733,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,СИВКА-БУРКА,https://ekinobilet.fond-kino.ru/films/detail/111015325,"ООО ""ДИСИШН ПРО""",20.11.2025,-,55 000 000,100.0%,55 000 000,274 810,5 094
734,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Верблюжья дуга,https://ekinobilet.fond-kino.ru/films/detail/111021522,"ООО ""ДОКА""",19.01.2023,-,18 000 000,69.2%,26 000 000,274 280,1 267
735,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Нелюбимка,https://ekinobilet.fond-kino.ru/films/detail/212008524,"АО ""СВЕРДЛОВСКАЯ КИНОСТУДИЯ""",23.05.2024,-,1 500 000,70.0%,2 143 000,272 950,950
736,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Исповедь содержанки,https://ekinobilet.fond-kino.ru/films/detail/111007817,"ООО ""РФГ КОРП""",16.08.2018,-,8 000 000,44.0%,18 166 418,270 552,836
737,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Миттельмарш,https://ekinobilet.fond-kino.ru/films/detail/111018622,"ООО ""ТПО ""РОК""",28.09.2023,-,25 000 000,64.5%,38 735 789,265 918,909
738,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Пепел и доломит,https://ekinobilet.fond-kino.ru/films/detail/111028424,"ООО ""ДРУГ ДРУГА""",20.02.2025,-,30 000 000,61.5%,48 811 605,265 010,616
739,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,No comment,https://ekinobilet.fond-kino.ru/films/detail/111008415,"ООО ""СТУДИЯ ТРЕТИЙ РИМ""",17.12.2015,-,28 000 000,69.5%,40 287 770,262 478,1 901
740,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,РОК ЗА ГРАНЬЮ,https://ekinobilet.fond-kino.ru/films/detail/212016021,"ООО ""КИНОКОМПАНИЯ ДВА КАПИТАНА""",14.04.2022,-,2 500 000,62.5%,4 000 000,251 678,877
741,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Кукольный дом (Василий и Норочка),https://ekinobilet.fond-kino.ru/films/detail/111026924,"ООО ""КИНОКОМПАНИЯ ""ИЮНЬ""",27.03.2025,-,70 000 000,69.4%,100 852 150,251 087,1 247
742,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Братья Ч,https://ekinobilet.fond-kino.ru/films/detail/111004414,"ООО ""СТУДИЯ ""ПАССАЖИР""",29.01.2015,-,25 000 000,62.5%,40 015 122,250 230,2 102
743,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Пушкин. Битов. Габриадзе. ПОБЕГ,https://ekinobilet.fond-kino.ru/films/detail/212025121,"ООО ""КИНОКОМПАНИЯ ДВА КАПИТАНА""",06.06.2022,-,1 000 000,66.7%,1 500 000,246 404,883
744,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Странники терпенья,https://ekinobilet.fond-kino.ru/films/detail/111015518,"ООО ""КИНОКОМПАНИЯ ""СПУТНИК""",23.01.2019,-,30 000 000,42.7%,70 305 000,244 468,1 049
745,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Молоко птицы,https://ekinobilet.fond-kino.ru/films/detail/111004921,"ООО ""КИНОКОМПАНИЯ ""КОКТЕБЕЛЬ""",18.11.2021,-,25 000 000,0.0%,Данные не предоставлены правообладателем,238 942,672
746,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сентенция,https://ekinobilet.fond-kino.ru/films/detail/111012420,"ООО ""НОВЫЕ ПРОЕКТЫ""",17.12.2020,-,25 000 000,66.5%,37 595 129,237 862,937
747,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Неестественный отбор,https://ekinobilet.fond-kino.ru/films/detail/111024423,"ООО ""КИНОКОМПАНИЯ АЛЬЯНС""",05.10.2023,-,25 000 000,58.3%,42 850 000,233 204,925
748,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Озеро Восток. Хребет безумия,https://ekinobilet.fond-kino.ru/films/detail/212016116,"ОАО ""ЦНФ""",09.04.2017,-,6 500 000,65.0%,10 000 000,230 150,808
749,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Идеальный брат,https://ekinobilet.fond-kino.ru/films/detail/111009822,"ООО ""КИНОСТУДИЯ БАЛТФИЛЬМ""",16.03.2023,-,25 000 000,64.8%,38 600 000,227 044,1 047
750,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Император,https://ekinobilet.fond-kino.ru/films/detail/111013122,"ООО ""СТУДИЯ АВТОРСКОГО КИНО""",24.11.2022,-,25 000 000,62.5%,40 000 000,221 611,621
751,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Бабоньки,https://ekinobilet.fond-kino.ru/films/detail/111020115,"ООО ""МЕДИА 77""",14.04.2016,-,24 000 000,63.2%,38 000 000,220 536,943
752,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Волны,https://ekinobilet.fond-kino.ru/films/detail/111001222,"ООО ""СТУДИЯ ""СЛОН""",13.04.2023,-,35 000 000,66.2%,52 850 000,213 249,670
753,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Софичка,https://ekinobilet.fond-kino.ru/films/detail/111007717,"НФ ""ПРИМЕР ИНТОНАЦИИ""",23.11.2017,-,25 000 000,65.0%,38 466 700,212 412,877
754,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Борзенко: ринг за колючей проволокой,https://ekinobilet.fond-kino.ru/films/detail/112005622,"ООО ""МЕДИА ПАРК ПРОДАКШН""",11.04.2023,-,5 000 000,50.0%,10 000 000,211 380,1 795
755,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Первый снег,https://ekinobilet.fond-kino.ru/films/detail/111023621,"ООО ""ЧАПУЛА БЭЙ""",24.02.2022,-,25 000 000,64.1%,39 000 000,208 744,719
756,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Свобода в квадрате (Континент без границ),https://ekinobilet.fond-kino.ru/films/detail/212037021,"ООО ""КИНОСТУДИЯ СОЛЬ""",16.03.2023,-,2 500 000,65.1%,3 839 561,197 280,1 874
757,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Человек неунывающий,https://ekinobilet.fond-kino.ru/films/detail/112000720,"ООО ""КИНОКОМПАНИЯ АНДРЕЯ КОНЧАЛОВСКОГО""",28.01.2021,-,6 000 000,26.5%,22 600 000,197 200,373
758,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Первая любовь,https://ekinobilet.fond-kino.ru/films/detail/111021823,"ООО ""РВ ГРУПП"" (ООО ""РУССКОЕ ВОЗРОЖДЕНИЕ"")",05.10.2023,-,50 000 000,69.4%,72 000 000,195 145,535
759,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Инсайт (Слепая любовь),https://ekinobilet.fond-kino.ru/films/detail/111021315,"ООО ""ПАН-АТЛАНТИК СТУДИО""",07.04.2016,-,29 000 000,67.7%,42 860 000,190 205,998
760,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Куратор,https://ekinobilet.fond-kino.ru/films/detail/111010019,"ООО ""КИНОКОМПАНИЯ АТЛАНТИК""",10.09.2020,-,25 000 000,41.2%,60 668 576,182 099,797
761,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Лабиринты любви,https://ekinobilet.fond-kino.ru/films/detail/111008215,"ООО ""КАРО ПРОДАКШН""",09.02.2017,-,27 500 000,68.3%,40 265 000,181 747,977
762,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Последняя милая Болгария,https://ekinobilet.fond-kino.ru/films/detail/111023618,"ООО ""САГА""",29.05.2021,-,30 000 000,60.0%,50 000 000,175 459,528
763,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Последний материк,https://ekinobilet.fond-kino.ru/films/detail/112005224,"ООО ""ВОЛШЕБНАЯ ГОРА""",12.12.2024,-,6 200 000,70.0%,8 860 000,168 367,501
764,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Я-учитель. Домашняя война или заговорщики (Председатель),https://ekinobilet.fond-kino.ru/films/detail/111019715,"НП ""КИНОСТУДИЯ ДЕТСКИХ И ЮНОШЕСКИХ ФИЛЬМОВ ""ИЛЬЯ МУРОМЕЦ""",01.12.2015,-,35 000 000,38.5%,91 000 000,166 085,3 303
765,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Спутник,https://ekinobilet.fond-kino.ru/films/detail/111008420,"ООО ""ВОДОРОД 2011""",22.07.2020,-,90 000 000,47.9%,187 702 244,160 384,622
766,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Подлец,https://ekinobilet.fond-kino.ru/films/detail/111004416,"ООО ""КИНОСТУДИЯ КУРЬЕР""",02.11.2017,-,24 986 000,65.0%,38 440 000,158 048,2 956
767,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Камень, ножницы, бумага",https://ekinobilet.fond-kino.ru/films/detail/111001920,"ООО ""ПРОДЮСЕРСКАЯ КОМПАНИЯ НИКОЛАЯ РАСТОРГУЕВА""",28.10.2021,-,25 000 000,58.1%,43 000 000,156 483,740
768,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Андрей Сахаров. По ту сторону окна,https://ekinobilet.fond-kino.ru/films/detail/112003322,"ООО ""ДЕЛЬТА ПРОДАКШН""",19.05.2022,-,3 000 000,61.0%,4 920 000,151 729,473
769,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Призрачно-белый,https://ekinobilet.fond-kino.ru/films/detail/111023921,"ООО ""АРК ПИКЧЕРС""",04.12.2022,-,35 000 000,63.9%,54 786 000,147 626,485
770,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Зови меня Дрозд,https://ekinobilet.fond-kino.ru/films/detail/111010920,"ООО ""КАРО ПРОДАКШН""",23.08.2021,-,35 000 000,66.0%,53 000 000,146 530,4 521
771,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,110,https://ekinobilet.fond-kino.ru/films/detail/111005324,"ООО МИП ""ПРОДЮСЕРСКИЙ ЦЕНТР ""СПБГИКИТ-ДЕБЮТ""",12.09.2024,-,59 940 000,100.0%,59 940 000,146 116,414
772,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,КРОШКА,https://ekinobilet.fond-kino.ru/films/detail/111015120,"ООО ""КИНОКОМПАНИЯ СВЕТЛАНА""",01.01.2021,-,25 000 000,65.0%,38 460 000,141 118,1 815
773,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Чип внутри меня,https://ekinobilet.fond-kino.ru/films/detail/113000422,"ООО ""СТУДИЯ ""РИСК-ФИЛЬМ""",16.04.2022,-,3 000 000,66.7%,4 500 000,140 655,1 913
774,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,О чем молчат французы,https://ekinobilet.fond-kino.ru/films/detail/111012016,"ООО ""КИНОСТУДИЯ АРГО""",21.11.2016,-,30 000 000,65.0%,46 153 887,140 350,580
775,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Мой папа не подарок,https://ekinobilet.fond-kino.ru/films/detail/111016121,"ООО ""КИНОСТУДИЯ КИТ""",23.12.2021,-,50 000 000,44.6%,112 000 000,138 045,1 189
776,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,На дальних рубежах,https://ekinobilet.fond-kino.ru/films/detail/111000121,"ООО ""РЕПУБЛИК""",29.04.2021,-,25 000 000,66.3%,37 700 000,130 220,314
777,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Робот, я люблю тебя?",https://ekinobilet.fond-kino.ru/films/detail/212001121,"ООО ""СТУДИЯ ""РИСК-ФИЛЬМ""",15.04.2021,-,2 500 000,66.7%,3 750 000,129 640,633
778,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Человек из будущего,https://ekinobilet.fond-kino.ru/films/detail/111009016,"ООО ""КИНОКОМПАНИЯ ""СТВ""",16.06.2016,-,20 000 000,36.9%,54 209 657,129 386,784
779,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Хит,https://ekinobilet.fond-kino.ru/films/detail/111019515,"ООО ""ДИП КОММЬЮНИКЕЙШН""",08.02.2018,-,21 700 000,58.6%,37 000 990,129 333,633
780,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Простая история,https://ekinobilet.fond-kino.ru/films/detail/111011816,"ООО ""КИНОБЮРО""",18.08.2016,-,64 000 000,35.6%,180 000 000,128 281,4 076
